"archive","folder","page","period","year","month","quarter","area","region","province","district","station","direction","transport","good","description","origin","quantity","unit"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","kerosene","","european",85,"tins"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","tobacco","","european",1,"bundles|packets"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","twine","","european",8,"parcels"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","personal effects","","european",13,"loads"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","sundries","","european",133,""
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","rice","","european",1,"bags"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","gunpowder","","european",320,"kegs"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","guns","flint lock","european",101,""
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","sewing thread","","european",2,"dozens"
"praad","adm64/5/1","43-44","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","lamp","","european",1,"cases"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",268,"loaves"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","wheat","","",70,"bags"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","personal effects","","",37,"loads"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","beans","","",1,"bags"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","corn","","",17,"bags"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","sundries","","",137,""
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","silk cotton","","",9,"bags"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","kola","","",1,"loads"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","cassava","dried","",7,"bags"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","guns","flint lock","",2,""
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","native cloth","","",1,"bundles"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","leaving from nt","water","dogs","","",1,""
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","bags landed","","",1060,"bags"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","bags shipped up river","","",15,"bags"
"praad","adm64/5/1","45-46","month",1912,"5","","district","northern territories","","salaga","","coming into nt","water","bags sold locally","","",436,"bags"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","prints","","",62,"pieces"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","yarn","","",31,"bundles"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","woolen yarn","","",29,"packets"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","mirrors","","",30,"dozens"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","tobacco","","",6,""
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","rubber bangles","","",5,"packets"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","baft","gray","",3,"pieces"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","umbrellas","","",2,""
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","baft","blue","",1,"pieces"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","plates","enamelware","",3,""
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","pomade","","",9,"bottles"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","buckets","","",1,"dozens"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","beads","","",17,"packets"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","pen knife","","",1,"dozens"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","hardware","","",451,""
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","matches","","",1451,"packets"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","white silk","","",1,"pieces"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","velvet","","",9,"yards"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","castor oil","","",1,"bottles"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","salt","","",2,"bags"
"praad","adm64/5/1","47-48","month",1912,"5","","district","northern territories","","salaga","","import to northern territories","","cotton wrap","","",2,""
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","personal effects","","",23,"loads"
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","cattle","","",49,""
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","goats|sheep","","",68,""
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","horses","","",9,""
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","yams","","",86,"loads"
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","cassava","dried","",11,"loads"
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","fowls","","",2,""
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","fish","","",3,"bundles"
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","dakar","export","","beads","","",27,"bundles"
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","grubi","export","","cattle","","",80,""
"praad","adm64/5/1","49-50","month",1912,"5","","station","northern territories","","salaga","grubi","export","","personal effects","","",77,""
